Nombre,Edad,Altura,Peso,Nacionalidad,General,Potencia,Club,Valor_euro,Pie_habil,Ritmo,Disparo,Total_pases,Regate,Defensa,Fisico,Finalización,Precision_cabeza,Volea,Control_balon,Aceleracion,Sprint,Agilidad,Reaccion,Balance,Potencia_disparo,Salto,Resistencia,Fuerza,Tiros_largos,Agrecion,Intercepciones,Posicionamiento,Vision,Penaltis
4964,Juanfran,33,180,69,Spain,70,70,Málaga CF,825000,Right,66,66,67,72,67,71,57,65,53,75,66,66,73,68,67,78,74,74,70,78,68,66,67,63,59
4966,T. Leistner,31,190,93,Germany,70,70,Sint-Truidense VV,1100000,Right,53,37,51,49,68,80,30,72,30,50,54,53,42,67,50,54,75,62,89,37,83,70,45,49,39
4967,L. Mühl,25,189,83,Germany,70,74,FK Austria Wien,2000000,Right,70,37,54,56,69,74,25,69,39,63,61,78,54,67,53,59,75,63,81,45,69,71,30,51,26
4968,L. Vido,25,182,75,Italy,70,73,Palermo,2100000,Right,67,69,62,71,34,64,71,71,60,70,66,67,72,71,65,74,80,68,68,62,47,29,71,57,72
4969,A. Carboni,21,185,80,Italy,70,80,AC Monza,3300000,Left,56,28,54,61,71,69,21,60,27,69,57,55,50,65,55,41,73,65,72,26,67,72,29,45,37
4970,J. Fortelný,23,174,67,Czech Republic,70,76,AC Sparta Praha,2500000,Right,70,62,70,71,56,63,61,46,53,72,72,68,69,70,78,64,65,73,56,66,66,60,67,73,51
4971,A. Traustason,29,183,71,Iceland,70,70,IFK Norrköping,1600000,Right,79,66,66,70,56,73,65,46,69,69,78,80,79,70,77,70,52,89,68,67,69,62,69,69,57
4972,F. Forte,29,187,75,Italy,70,70,Benevento,1600000,Left,54,72,62,67,32,71,75,72,57,70,54,54,62,72,66,71,63,67,75,66,68,33,76,59,76
4973,S. Vecchia,27,182,80,Sweden,70,70,Rosenborg BK,1700000,Right,77,68,66,72,34,65,68,34,58,71,81,74,77,66,76,70,63,71,68,68,50,35,69,70,63
4974,M. Polster,29,183,77,United States,70,70,New England Revolution,1400000,Right,48,46,66,64,65,79,46,62,34,65,39,56,53,64,53,49,68,88,78,49,71,67,49,62,39
4975,K. Schindler,28,183,80,Ghana,70,70,1. FC Köln,1600000,Right,79,63,63,69,52,66,63,49,53,69,82,77,73,66,74,69,78,69,73,56,43,50,67,65,65
4977,A. Jahouh,33,188,82,Morocco,70,70,Mumbai City FC,800000,Right,38,55,71,60,63,83,45,69,51,66,36,40,56,60,47,72,72,86,83,62,81,63,55,72,53
4978,M. Lode,29,185,77,Norway,70,70,FK Bodø/Glimt,1300000,Right,77,38,56,65,70,74,29,67,42,67,75,78,67,72,60,53,73,78,75,38,67,71,40,50,43
4980,D. Limnios,24,178,71,Greece,70,75,1. FC Köln,2400000,Right,72,67,65,73,39,57,65,56,70,72,76,69,77,66,79,70,55,68,55,68,50,26,69,67,55
4981,A. Palaversa,22,187,77,Croatia,70,79,ESTAC Troyes,3600000,Right,58,66,68,69,66,72,63,47,59,73,55,60,56,71,60,74,54,73,72,70,74,68,68,65,58
4982,K. Théophile-Catherine,32,183,86,France,70,70,Dinamo Zagreb,1000000,Right,72,49,64,65,69,78,43,66,37,68,77,68,70,66,72,60,84,78,78,57,77,67,48,57,45
4983,M. Gueye,24,195,91,Senegal,70,75,Real Zaragoza,2400000,Right,64,71,56,61,30,81,70,77,68,64,55,71,47,66,32,76,52,74,90,68,72,25,73,55,82
4984,J. Dunne,24,188,75,Republic of Ireland,70,75,Queens Park Rangers,2200000,Right,54,37,50,55,71,68,40,73,34,67,53,54,50,68,56,44,80,59,74,28,61,69,30,37,35
4985,Eltildo Bessa,26,165,62,Brazil,70,70,Fortaleza,1800000,Left,86,68,56,76,31,44,71,61,75,75,85,87,87,78,87,62,69,70,30,63,42,26,77,65,59
4986,S. Giordana,27,179,78,Argentina,70,70,Mushuc Runa,1700000,Right,67,71,58,66,29,66,75,70,72,66,66,67,72,66,71,66,60,70,70,65,52,27,76,47,69
4987,S. Wright,24,175,65,Scotland,70,73,Rangers FC,2200000,Right,85,64,65,71,29,50,69,37,40,68,84,85,84,63,80,64,35,70,41,63,53,23,62,62,56
4988,Ryder Matos,29,182,70,Brazil,70,70,Perugia,1600000,Right,77,64,61,75,34,65,63,59,62,77,74,80,77,63,76,68,88,71,64,62,54,24,70,58,57
4989,B. Mendy,22,191,82,France,70,80,Angers SCO,3400000,Right,60,50,63,60,70,78,44,71,43,69,55,64,32,62,50,70,69,68,88,48,68,66,50,58,39
4990,Chumi,23,186,78,Spain,70,78,Unión Deportiva Almería,3300000,Right,52,36,50,56,71,70,30,66,33,65,49,54,39,68,57,47,82,58,73,36,72,69,34,41,50
4991,Jesús Imaz,31,179,70,Spain,70,70,Jagiellonia Białystok,1300000,Right,80,71,67,72,31,61,73,56,65,71,81,80,84,67,82,72,60,76,63,69,37,34,69,67,72
4992,A. Ceesay,28,189,74,Gambia,70,70,Lecce,1600000,Left,87,69,58,66,34,69,71,72,68,62,88,86,75,68,75,68,79,72,68,67,64,17,72,58,61
4993,I. Maatsen,20,168,57,Netherlands,70,82,Burnley,3700000,Left,82,52,62,70,64,61,49,55,46,68,83,82,81,64,80,56,69,70,51,54,74,62,64,60,45
4994,Vieirinha,36,172,73,Portugal,70,70,PAOK,350000,Right,66,74,73,73,68,59,69,55,75,76,67,66,75,69,77,76,69,58,54,83,72,69,73,74,72
4996,K. Dougall,29,182,79,Australia,70,70,Blackpool,1400000,Right,70,51,63,66,68,73,45,63,37,65,72,69,70,68,69,59,76,77,71,55,74,68,59,63,53
4997,R. Ogawa,25,183,78,Japan,70,72,Vitória de Guimarães,1800000,Left,79,55,62,64,64,77,49,59,59,65,82,77,71,65,56,71,61,86,79,53,66,65,57,46,47
4998,S. Gallagher,26,193,75,England,70,71,Blackburn Rovers,1900000,Right,70,69,58,67,45,75,70,74,71,67,65,74,64,69,54,76,75,73,78,64,71,44,68,57,60
4999,D. Kinsombi,26,183,74,Germany,70,71,SV Sandhausen,1900000,Right,68,64,63,72,66,74,68,59,45,72,75,63,73,66,75,67,84,74,75,58,71,66,68,68,58
5000,R. Improta,28,179,73,Italy,70,70,Benevento,1600000,Right,83,63,63,74,55,57,64,43,53,71,80,86,83,66,82,63,48,80,51,65,46,54,69,53,49
5001,Rodrigo Muniz,21,185,79,Brazil,70,81,Middlesbrough,3600000,Right,70,70,56,69,33,72,71,69,68,71,69,71,73,66,66,75,71,65,78,66,64,32,69,61,65
5002,J. Sala,30,181,75,Italy,70,70,Spezia,1300000,Right,65,59,68,67,66,70,50,58,63,72,59,69,68,68,71,72,70,70,68,68,74,70,57,66,55
5003,Iván Martín,23,178,70,Spain,70,79,Girona FC,3500000,Left,75,61,69,71,41,48,67,39,59,73,76,74,77,58,69,53,50,59,43,55,47,45,62,72,70
5004,A. Besedin,26,190,84,Ukraine,70,73,Dynamo Kyiv,2100000,Right,71,66,50,65,41,66,68,74,62,65,73,69,55,72,57,66,63,65,75,64,44,40,76,49,57
5006,E. Laird,20,177,66,England,70,82,Queens Park Rangers,3700000,Right,83,54,64,73,64,69,54,63,31,71,84,82,78,67,70,63,76,62,71,53,72,60,60,65,35
5007,T. Campbell,22,183,75,England,70,76,Stoke City,2600000,Left,82,69,60,70,33,67,72,63,64,69,84,80,69,69,67,67,73,59,74,65,58,28,67,61,73
5008,R. Camacho,31,185,79,France,70,70,Club de Foot Montréal,1100000,Right,43,44,62,59,68,80,39,69,40,66,39,46,42,65,57,60,74,76,81,36,83,71,48,60,64
5010,O. Brynhildsen,23,175,70,Norway,70,77,Molde FK,3200000,Right,85,64,61,72,48,67,68,55,58,70,86,84,82,62,82,65,76,82,62,59,60,47,65,63,57
5011,J. Vanlerberghe,26,189,82,Belgium,70,73,KV Mechelen,1800000,Right,63,61,67,65,69,74,56,67,57,70,62,63,60,67,52,75,65,72,77,64,69,69,58,68,54
5012,C. Pickel,25,184,76,Switzerland,70,76,US Cremonese,2200000,Right,66,56,65,67,65,80,53,70,49,68,65,67,67,69,65,65,85,87,80,56,72,69,62,67,39
5013,D. Arboleda,27,190,83,Colombia,70,73,Al Ain FC,1800000,Right,42,24,41,43,71,77,16,75,23,49,51,34,47,69,34,37,45,68,91,23,63,74,26,28,40
5014,David Ferreiro,34,170,63,Spain,70,70,FC Cartagena,750000,Right,82,67,70,73,37,41,68,32,46,70,83,82,86,65,90,66,70,36,31,69,64,28,66,64,70
5015,H. Vetlesen,22,174,72,Norway,70,77,FK Bodø/Glimt,3200000,Right,78,64,66,73,60,64,66,50,53,71,80,77,92,66,83,60,81,82,55,68,59,65,69,69,56
5016,Arthur Silbeira,26,178,78,Brazil,70,70,Santos,1800000,Right,64,73,59,68,29,58,74,75,64,66,65,63,42,69,68,71,65,35,72,77,52,23,62,60,75
5017,F. Dabo,26,181,76,England,70,73,Coventry City,1900000,Right,76,49,63,68,66,76,44,61,39,67,77,75,64,65,65,59,77,77,74,48,80,65,68,62,42
5018,P. Jagielka,39,180,87,England,70,70,Stoke City,275000,Right,32,45,55,52,72,63,32,73,44,62,32,32,31,70,61,64,66,32,74,52,73,71,44,39,51
5020,L. Shankland,26,185,80,Scotland,70,71,Heart of Midlothian,1900000,Right,70,71,59,68,28,75,75,72,68,70,73,67,69,65,72,69,69,80,75,65,70,19,69,64,70
5021,D. Churlinov,21,180,73,North Macedonia,70,79,Burnley,3600000,Right,86,67,62,73,51,55,68,57,62,71,85,86,83,69,78,67,34,66,47,65,65,48,68,65,64
5022,G. Isaksen,21,178,65,Denmark,70,78,FC Midtjylland,3600000,Left,88,62,61,72,40,51,65,52,49,70,85,91,82,67,80,64,52,81,35,57,52,35,71,59,53
5023,Roberto López,22,180,70,Spain,70,81,CD Mirandés,3600000,Left,57,69,71,71,40,58,70,21,48,73,55,59,67,65,74,69,40,59,68,74,35,57,68,72,68
5024,J. Fjóluson,33,193,85,Iceland,70,70,Hammarby IF,750000,Left,37,50,58,51,69,78,41,75,46,61,35,39,34,65,33,68,64,63,89,53,71,69,35,54,60
5025,C. Colmán,28,185,85,Paraguay,70,70,Barracas Central,1600000,Right,75,68,53,69,31,76,68,72,64,67,72,78,75,69,77,72,85,70,78,63,78,20,70,60,67
5026,M. Rigione,31,185,78,Italy,70,70,Cosenza,1100000,Right,52,42,53,54,71,73,38,72,32,64,60,46,59,68,65,61,73,72,75,37,71,71,31,48,43
5027,F. Klos,34,194,93,Germany,70,70,DSC Arminia Bielefeld,775000,Right,53,72,61,60,39,81,71,75,72,66,51,55,41,75,43,78,71,64,91,65,78,29,71,70,80
5028,Juan Cala,32,185,78,Spain,70,70,Cádiz CF,1000000,Right,50,53,60,59,69,78,46,72,47,62,45,54,60,65,53,72,80,75,80,59,78,70,36,47,46
5029,F. Nürnberger,22,178,72,Germany,70,76,1. FC Nürnberg,2500000,Left,74,60,67,73,66,66,59,56,55,74,77,71,79,68,73,66,49,81,58,62,71,65,67,66,44
5030,G. Biancone,22,187,79,France,70,78,Nottingham Forest,3300000,Right,68,45,62,66,69,75,29,68,35,70,64,72,54,66,56,62,67,75,78,59,70,65,62,51,48
5031,Flavio,26,177,73,Brazil,70,71,Al Taawoun,1700000,Right,66,54,62,64,68,74,51,57,38,68,66,66,64,63,72,64,78,83,68,60,76,71,45,60,48
5032,V. Henry,28,178,73,France,70,70,FC Sochaux-Montbéliard,1400000,Right,79,61,64,71,63,71,59,59,53,72,81,78,81,62,75,68,48,81,72,64,63,59,55,53,55
5033,G. Paletta,36,190,80,Italy,70,70,AC Monza,275000,Right,30,34,39,47,74,68,16,70,38,48,28,32,28,66,44,64,76,33,82,44,76,72,28,19,35
5034,Josep Señé,30,184,77,Spain,70,70,CD Lugo,1500000,Right,68,63,70,72,50,65,63,61,59,77,65,70,70,69,62,58,60,69,71,66,46,59,69,70,65
5035,A. Ounahi,22,182,62,Morocco,70,81,Angers SCO,3600000,Right,57,61,68,70,61,66,60,58,49,74,55,59,70,67,67,72,61,81,63,58,58,60,58,68,55
5036,F. Uremović,25,184,78,Croatia,70,74,Hertha BSC,2000000,Right,58,30,47,52,70,71,24,67,31,60,59,58,53,68,60,45,81,55,76,26,74,68,29,33,44
5037,M. Gabbia,22,185,78,Italy,70,79,AC Milan,3300000,Right,52,33,47,56,74,71,22,70,32,59,53,51,55,68,51,52,70,79,67,41,71,71,23,39,42
5038,C. Puertas,23,178,77,Switzerland,70,75,Royale Union Saint-Gilloise,2400000,Right,77,66,69,71,67,75,64,52,49,72,77,77,74,62,74,75,55,85,70,68,78,65,65,69,54
5039,Pelé,30,182,75,Guinea Bissau,70,70,Futebol Clube de Famalicão,1300000,Right,63,64,65,68,69,73,59,64,58,69,61,64,65,68,62,73,71,63,77,65,75,67,60,62,70
5040,J. Jeanvier,29,185,84,Guinea,70,70,AJ Auxerre,1300000,Right,63,35,49,54,69,73,30,70,30,58,62,63,66,69,64,46,72,62,77,31,75,69,45,37,42
5041,F. Viáfara,30,167,64,Colombia,70,70,Junior FC,1400000,Right,81,53,62,66,63,53,47,51,38,64,80,82,81,61,79,67,80,80,32,58,63,58,52,62,38
5042,G. Altare,23,190,84,Italy,70,75,Cagliari,2200000,Right,67,30,47,54,71,74,23,60,33,58,65,69,44,64,48,49,76,64,82,23,66,71,28,35,41
5044,Wanderson,33,172,60,Brazil,70,70,Pohang Steelers,1000000,Left,89,63,61,69,54,70,62,53,53,66,87,90,78,64,78,64,80,74,69,64,67,56,72,64,60
5045,João Carvalho,25,172,67,Portugal,70,74,Estoril Praia,2200000,Right,71,66,71,75,33,48,63,38,69,74,74,68,85,66,85,72,51,60,45,66,41,40,62,71,69
5046,F. Ioannidis,22,186,80,Greece,70,77,Panathinaikos FC,3300000,Right,69,70,55,68,24,70,73,70,58,72,70,68,67,61,62,73,73,71,78,67,50,19,70,55,63
5047,João Nunes,26,186,78,Portugal,70,75,Casa Pia,2100000,Right,71,41,58,55,71,74,38,66,37,57,70,72,53,63,51,49,74,66,78,41,73,65,21,53,53
5048,A. Deneumostier,23,184,76,Peru,70,79,FBC Melgar,3300000,Right,58,29,48,48,71,63,27,72,30,60,54,62,48,66,53,39,80,34,72,22,70,70,38,33,34
5049,J. Sánchez Miño,32,177,76,Argentina,70,70,Club Atlético Colón,1100000,Left,72,70,73,70,66,67,65,63,55,71,73,72,73,66,69,78,63,68,68,78,65,65,69,71,68
5050,M. Diemers,28,175,68,Netherlands,70,70,FC Emmen,1600000,Right,68,69,72,70,63,65,66,60,63,71,69,68,72,69,74,74,79,74,62,70,60,61,67,73,78
5051,Sergi Palencia,26,172,68,Spain,70,72,AS Saint-Étienne,1800000,Right,73,56,60,69,67,75,51,57,34,67,74,73,72,65,74,68,59,79,72,59,80,66,65,44,45
5052,D. Črnigoj,26,185,70,Slovenia,70,72,Venezia FC,2000000,Right,74,62,69,72,56,67,59,29,55,71,73,74,82,69,66,67,40,75,71,68,55,63,71,69,34
5053,C. Antwi-Adjei,28,174,72,Ghana,70,70,VfL Bochum 1848,1600000,Right,84,56,61,75,26,52,57,36,57,72,89,79,90,68,90,62,51,64,53,48,35,23,65,63,49
5054,F. Downes,23,177,70,England,70,76,West Ham United,2300000,Right,66,53,67,68,66,72,52,58,32,68,67,66,75,64,77,59,65,77,69,55,76,65,56,69,48
5055,Min Sang Gi,30,184,77,Korea Republic,70,70,Suwon Samsung Bluewings,1300000,Right,74,41,54,56,68,78,28,69,43,63,71,76,73,64,63,58,86,74,84,55,68,67,42,49,32
5056,J. Laurent,27,188,76,England,70,73,Stoke City,1800000,Right,77,60,61,68,67,84,59,66,53,67,75,79,70,65,64,65,75,90,84,63,78,67,62,63,51
5057,J. Carbonero,22,170,75,Colombia,70,78,Racing Club,3600000,Right,88,64,58,74,28,63,65,41,51,71,84,92,90,64,75,65,54,82,62,63,42,27,68,67,58
5058,Luismi,30,180,73,Spain,70,70,Real Oviedo,1300000,Right,59,40,59,62,68,75,26,59,33,64,58,60,60,68,65,65,80,73,76,48,72,71,40,64,38
5059,A. Cabeza,25,185,79,Ecuador,70,73,CS Emelec,2100000,Right,75,69,58,67,34,68,73,72,55,68,74,76,70,67,70,67,71,70,73,64,53,28,73,60,70
5060,J. Giraudon,30,184,66,France,70,70,AS Saint-Étienne,1300000,Right,50,36,58,58,72,74,29,72,34,64,60,42,60,62,43,54,76,77,74,34,72,67,39,45,40
5061,Kike Pérez,25,184,74,Spain,70,75,Real Valladolid CF,2300000,Left,57,59,68,74,60,57,59,57,49,74,55,59,74,70,69,56,66,52,57,66,59,63,62,71,43
5062,D. Drexler,32,182,71,Germany,70,70,FC Schalke 04,1300000,Right,69,62,69,73,50,60,63,52,64,72,73,65,75,72,75,61,59,68,54,58,63,38,68,72,58
5063,C. Zimmermann,29,194,92,Germany,70,70,SV Darmstadt 98,1300000,Right,39,30,42,42,70,77,25,71,33,47,31,45,33,65,39,50,72,65,85,22,74,68,22,33,37
5064,C. Medina,20,178,70,Argentina,70,80,Boca Juniors,3500000,Right,69,59,68,72,64,68,60,51,49,72,70,68,71,69,72,57,57,84,60,59,72,64,67,69,54
5065,Ademilson,28,176,74,Brazil,70,70,Wuhan Three Towns,1600000,Right,92,69,62,71,31,71,68,63,66,69,90,93,90,67,72,70,91,79,71,68,57,29,68,67,72
5066,Lee Chung Yong,33,180,70,Korea Republic,70,70,Ulsan Hyundai FC,1000000,Right,69,58,70,75,52,59,57,58,65,73,71,67,84,68,75,58,59,58,59,57,58,54,68,76,63
5067,C. Eiting,24,178,72,Netherlands,70,76,FC Volendam,2500000,Left,52,55,76,70,61,56,49,49,40,74,54,51,68,69,67,68,39,65,50,60,62,67,55,75,61
5068,Á. Cardozo Lucena,27,168,70,Paraguay,70,71,Club Cerro Porteño,1800000,Right,66,56,68,70,67,62,46,57,55,74,69,63,65,70,81,71,62,80,49,58,71,64,65,65,65
5069,M. Cho,18,182,73,France,70,85,Real Sociedad,3700000,Left,81,68,60,76,26,56,70,65,52,74,83,79,71,65,68,70,59,60,63,65,33,21,69,60,64
5070,Fontàs,32,185,89,Spain,70,70,Sporting Kansas City,1000000,Left,30,48,68,61,71,73,45,69,46,67,30,30,54,70,38,58,57,67,78,47,74,72,43,62,52
5071,R. Arias,29,180,84,Uruguay,70,70,GZT Giresunspor,1300000,Right,50,30,40,48,73,76,27,71,29,52,46,53,54,60,62,41,70,63,81,21,82,75,27,35,51
5072,M. Roberts,31,193,81,England,70,70,Birmingham City,1100000,Right,52,24,41,44,71,73,21,74,23,55,50,54,41,69,51,33,83,64,80,20,65,73,25,32,34
5073,S. Hlanti,32,182,78,South Africa,70,70,Kaizer Chiefs,1100000,Left,71,36,62,66,69,64,31,54,33,67,72,70,52,59,58,42,63,62,70,34,53,69,51,51,43
5074,R. Dugalić,29,194,91,Serbia,70,71,Meizhou Hakka,1500000,Right,46,48,52,40,69,81,30,76,42,35,52,41,37,67,53,75,82,74,91,67,66,76,34,50,43
5075,H. Van Der Bruggen,29,180,74,Belgium,70,70,KSV Cercle Brugge,1600000,Right,48,62,70,67,68,68,54,65,63,69,53,44,68,70,70,73,57,79,64,68,67,73,67,72,58
5076,N. Loyola,27,179,64,Peru,70,71,Club Sporting Cristal,1700000,Left,76,50,59,59,66,53,53,66,51,70,73,78,63,64,69,53,52,70,50,40,41,58,49,40,53
5077,M. Falcón,25,179,80,Uruguay,70,74,Colo-Colo,2000000,Right,71,37,39,44,67,82,33,71,24,52,68,74,50,70,34,62,83,82,80,20,86,73,51,32,46
5078,F. Afena-Gyan,19,175,75,Ghana,70,80,US Cremonese,3500000,Right,89,70,57,69,39,62,71,67,61,67,88,90,75,64,72,69,68,62,67,70,50,37,68,49,71
5079,Vigaray,27,182,80,Spain,70,70,Real Zaragoza,1500000,Right,75,49,59,66,66,76,53,63,40,66,74,75,70,62,67,48,70,81,78,39,66,66,70,52,45
5080,R. Amalfitano,32,173,68,France,70,70,Western Sydney Wanderers,1300000,Right,53,59,70,72,64,64,64,26,49,72,62,45,66,76,72,56,46,74,57,50,73,72,70,75,61
5081,C. Aquino,30,172,75,Argentina,70,70,Club Cerro Porteño,1500000,Right,69,70,69,72,37,67,70,58,65,72,66,72,76,60,73,70,72,70,74,70,45,49,70,70,70
5084,J. de Guzmán,34,173,70,Netherlands,70,70,Sparta Rotterdam,725000,Right,62,72,73,74,54,64,68,52,69,74,65,60,76,69,81,78,78,64,64,75,61,62,67,70,71
5086,M. Debuchy,36,176,76,France,70,70,Valenciennes FC,275000,Right,61,65,67,68,71,70,62,68,61,70,62,61,70,73,69,69,80,67,70,66,73,73,69,64,63
5087,T. Lockyer,27,185,72,Wales,70,70,Luton Town,1500000,Right,66,36,54,60,69,78,38,70,21,63,68,64,68,64,64,37,79,77,79,34,76,68,38,49,39
5088,P. Akouokou,24,182,68,Côte d'Ivoire,70,78,Real Betis Balompié,3300000,Right,57,56,66,67,68,62,54,62,42,72,56,58,69,64,62,65,69,60,61,58,63,68,56,70,49
5089,S. Nealis,25,194,79,United States,70,74,New York Red Bulls,2000000,Right,69,32,41,49,69,81,32,74,26,50,60,76,56,64,45,42,85,73,87,22,75,64,32,35,34
5090,Bryan Corozo,23,180,66,Ecuador,70,74,Austin FC,2300000,Right,85,66,60,73,31,76,66,68,49,73,86,84,76,64,62,79,82,68,84,58,64,33,70,56,51
5091,S. Ernst,27,179,68,Germany,70,71,Hannover 96,1800000,Left,68,60,66,74,56,68,62,65,46,75,77,60,81,70,82,65,82,85,64,54,52,59,69,68,54
5092,F. Russo,27,185,78,Argentina,70,73,RCD Mallorca,1800000,Right,62,33,52,48,72,70,31,62,32,65,55,67,33,64,49,44,91,73,73,25,55,76,24,39,50
5093,R. Dugimont,36,182,75,France,70,70,AJ Auxerre,525000,Right,55,73,70,69,40,82,73,73,69,69,53,57,77,58,61,74,78,91,83,74,70,39,77,68,70
5094,A. Rinomhota,25,175,72,England,70,74,Cardiff City,2000000,Right,80,54,59,68,71,80,53,66,57,65,76,84,66,68,83,58,72,83,80,53,80,71,57,59,45
5095,C. Ferreira,22,175,69,Argentina,70,76,Newell's Old Boys,2500000,Right,76,71,74,73,57,62,63,55,71,72,75,76,79,67,75,86,61,65,59,75,65,55,68,75,67
5096,A. Yusuf,21,173,66,Nigeria,70,77,Royal Antwerp FC,3200000,Right,78,60,66,74,62,76,59,48,51,70,81,76,89,70,85,65,80,93,65,64,80,72,62,69,46
5097,K. Bistrović,24,183,75,Croatia,70,76,Lecce,2300000,Right,67,68,69,67,68,64,63,62,74,66,64,69,56,68,61,78,56,67,63,76,65,68,54,69,49
5098,J. Pineda,24,179,70,Colombia,70,75,Independiente Medellín,2400000,Right,75,66,65,71,67,59,68,52,52,73,80,70,70,69,71,62,48,70,59,70,48,68,66,65,52
5099,W. Pacheco,27,172,63,Colombia,70,71,Junior FC,1700000,Right,87,43,58,64,62,65,47,44,34,60,90,84,81,58,79,40,81,90,47,35,73,65,62,45,42
5100,K. Rüegg,23,173,80,Switzerland,70,76,BSC Young Boys,2400000,Right,79,57,64,71,65,77,54,64,45,70,78,79,70,66,78,68,79,73,79,62,77,63,67,59,30
5101,Ivanildo Fernandes,26,193,83,Portugal,70,75,FC Vizela,2100000,Left,59,28,47,48,68,81,21,70,27,54,55,62,31,69,29,45,71,72,89,25,77,69,31,40,39
5102,M. Samoise,20,180,70,Belgium,70,79,KAA Gent,3500000,Right,77,61,66,68,62,70,64,47,49,67,76,78,73,64,67,63,71,90,62,60,67,63,63,64,47
5103,Copete,22,192,73,Spain,70,80,RCD Mallorca,3300000,Left,60,33,51,54,71,70,32,74,36,61,62,58,40,62,50,43,68,66,70,22,75,73,31,44,45
5104,B. Locko,20,180,65,France,70,79,Stade de Reims,3300000,Left,75,51,60,68,67,66,48,68,28,69,74,76,64,65,69,59,64,68,67,55,62,67,56,52,49
5105,Nouhou,25,178,79,Cameroon,70,71,Seattle Sounders FC,1700000,Left,89,36,53,61,67,84,28,51,30,59,89,89,69,66,67,54,85,83,83,33,85,68,50,50,44
5106,E. Ćivić,26,182,76,Bosnia and Herzegovina,70,72,Ferencvárosi TC,1800000,Left,84,54,64,71,61,69,50,59,44,75,83,84,72,67,68,71,60,73,66,49,76,63,59,58,47
5107,K. Papadopoulos,30,185,87,Greece,70,70,FC U Craiova 1948,1300000,Right,50,42,50,47,68,75,23,77,44,53,52,49,50,62,58,71,86,48,83,58,88,63,35,42,46
5108,J. Niezgoda,27,185,77,Poland,70,70,Portland Timbers,1700000,Right,79,71,52,68,35,63,74,69,57,68,77,80,72,68,60,72,68,64,72,65,39,21,70,62,72
5109,M. Jeahze,25,179,65,Iraq,70,74,Hammarby IF,2100000,Left,81,53,65,70,61,68,52,48,45,69,80,82,81,64,82,61,80,89,56,52,70,59,59,65,42
5110,D. Đoković,32,188,85,Croatia,70,70,Al Raed,1100000,Left,65,64,67,67,65,81,60,60,55,71,62,68,67,69,50,73,70,75,87,62,75,63,68,61,76
5111,Liu Binbin,29,177,72,China PR,70,70,Shandong Taishan,1600000,Right,84,66,64,69,44,65,69,62,60,66,84,84,81,62,70,63,72,75,63,65,56,38,66,63,52
5112,J. Eggestein,24,183,75,Germany,70,76,FC St. Pauli,2500000,Right,70,68,70,74,36,60,68,65,70,76,73,68,74,70,71,71,71,67,64,65,37,37,68,73,66
5114,B. Gibson,29,185,78,England,70,70,Norwich City,1300000,Left,50,27,48,46,71,76,24,72,20,50,52,48,47,58,60,35,78,67,82,22,73,70,27,44,48
5115,L. Fiordilino,25,177,68,Italy,70,72,Venezia FC,2000000,Right,83,58,69,72,68,69,52,57,57,74,81,84,80,74,78,68,77,77,63,63,73,74,52,67,58
5116,P. Neumann,24,192,82,Germany,70,75,Hannover 96,2200000,Right,88,33,61,66,69,77,28,65,28,70,84,92,65,62,63,36,57,80,81,38,66,69,48,56,38
5117,O. Shukurov,26,183,77,Uzbekistan,70,73,Fatih Karagümrük S.K.,2100000,Right,66,65,69,70,67,69,62,61,58,73,65,67,69,68,66,72,59,71,70,67,68,68,68,71,67
5118,L. Tempelmann,23,174,74,Germany,70,75,1. FC Nürnberg,2400000,Right,81,53,65,73,66,66,52,67,47,72,83,80,78,72,84,52,83,80,59,58,64,68,70,71,36
5119,Antônio Carlos,29,191,79,Brazil,70,70,Orlando City Soccer Club,1300000,Right,58,34,43,44,71,80,28,73,36,52,61,55,59,65,32,48,65,69,89,29,74,70,30,33,45
5120,L. Benito,30,186,85,Switzerland,70,70,BSC Young Boys,1400000,Left,67,51,63,63,67,76,43,64,44,62,65,69,69,68,55,62,81,87,74,54,66,69,63,64,56
5121,L. Ruiz,26,185,69,Colombia,70,72,Rio Ave FC,2000000,Right,71,70,58,71,23,64,70,67,68,72,69,73,73,70,62,74,61,63,66,68,59,19,71,58,66
5122,A. Bell,28,180,77,Jamaica,70,70,Luton Town,1400000,Left,77,49,59,65,64,67,47,53,45,65,77,77,63,64,71,55,76,78,64,49,59,66,49,50,51
5123,V. Birmančević,24,179,67,Serbia,70,76,Toulouse Football Club,2500000,Right,81,65,66,74,37,59,66,41,58,68,83,80,88,66,76,65,52,78,58,65,41,35,67,69,61
5125,I. Sissokho,20,174,67,Mali,70,79,FC Girondins de Bordeaux,3300000,Right,70,53,61,66,67,69,49,61,39,65,68,71,66,68,84,61,61,92,56,55,74,68,59,64,49
5126,D. Valencia,22,184,75,Chile,70,81,US Salernitana 1919,3600000,Right,73,67,59,71,26,70,72,70,51,71,71,74,70,66,69,72,74,74,74,56,56,17,72,59,56
5127,G. Vrioni,23,188,85,Albania,70,76,New England Revolution,2500000,Left,75,70,56,68,24,71,73,63,66,71,68,80,64,67,62,68,58,65,78,66,64,21,70,58,74
